am_100599,am,100599,5.0,18378.211927,78.80666795796813,123906.0
am_100599,am,100599,6.0,62405.407851,65.66320727429313,459811.0
am_100599,am,100599,7.0,8812.915129,9.4749415351825,67562.0
am_100599,am,100599,10.0,64352.352752,31.026233426783488,563937.0
am_1006979,am,1006979,2.0,1264.678942,61.0,6773.0
am_1006979,am,1006979,3.0,17528.661071,40.12702351412029,93093.0
am_1006979,am,1006979,4.0,11950.855636,97.80965981213508,63024.0
am_1007713,am,1007713,1.0,128750.031717,64.61114270570545,879194.0
am_1007713,am,1007713,2.0,228531.014077,86.62316959647724,1259012.0
am_1007713,am,1007713,3.0,217115.530756,71.00328823758403,1184221.0
am_1007713,am,1007713,4.0,36764.826042,91.47188112629053,195367.0
am_1007713,am,1007713,5.0,297077.035631,95.34090492870284,1900216.0
am_1007713,am,1007713,6.0,283986.342834,57.85436115169975,2105132.0
am_1007713,am,1007713,7.0,133751.477353,46.97706269002229,995278.0
am_1007713,am,1007713,8.0,164405.056388,91.8761615901553,955479.0
am_1007713,am,1007713,9.0,272356.809533,92.52116893521448,1688819.0
am_1007713,am,1007713,10.0,221897.213931,28.20906439665133,1902366.0
am_1007713,am,1007713,11.0,100595.101531,72.53488625152342,551392.0
am_100832,am,100832,6.0,38185.442269,81.29982641734087,298993.0
am_100832,am,100832,7.0,2323.980643,4.198969880192587,17862.0
am_100832,am,100832,10.0,14983.165058,53.32318029622032,132604.0
am_100833,am,100833,1.0,8219.531682,46.5505358120156,56643.0
am_100833,am,100833,7.0,5496.998697,53.07653396240181,41119.0
am_100833,am,100833,9.0,8637.778015,23.01937081537191,54515.0
am_100833,am,100833,10.0,14983.165058,72.33204880697414,132604.0
am_100834,am,100834,5.0,14340.103762,17.38291969482223,99483.0
am_100834,am,100834,6.0,185252.842181,75.77228006009582,1415739.0
am_100838,am,100838,6.0,190972.970232,23.23931400498818,1457445.0
am_100839,am,100839,5.0,96084.822314,24.28841991853399,634866.0
am_100839,am,100839,6.0,213231.126822,62.258232667223545,1618552.0
am_100839,am,100839,8.0,5194.239926,3.5354792649615097,32216.0
am_100841,am,100841,6.0,19776.351697,31.900043063672715,162550.0
am_100842,am,100842,6.0,178.891787,1.0,1522.0
am_100854,am,100854,1.0,9371.672984,20.199041289900865,64253.0
am_100854,am,100854,5.0,54472.819503,29.728050381050352,366487.0
am_100854,am,100854,6.0,201583.496375,73.23239235981399,1533837.0
am_100854,am,100854,7.0,12565.198574,28.495316792719017,94273.0
am_100854,am,100854,8.0,13887.000086,2.0739582342308056,84088.0
am_100854,am,100854,9.0,64427.465179,36.934989414677815,401027.0
am_100854,am,100854,10.0,37842.050852,49.552562236874415,333966.0
am_100862,am,100862,2.0,85447.519055,60.73248161053039,480438.0
am_100862,am,100862,3.0,163145.455763,93.15954289719429,895991.0
am_100862,am,100862,4.0,30079.809692,98.28381521271488,160379.0
am_100862,am,100862,5.0,90133.516736,82.10590624121498,590494.0
am_100862,am,100862,6.0,196443.211922,38.662286461664515,1496277.0
am_100862,am,100862,8.0,87469.760692,94.60149046968615,515408.0
am_100862,am,100862,11.0,68113.204882,88.05135315524338,377562.0
am_100872,am,100872,1.0,12472.222784,52.53383458646616,85785.0
am_100872,am,100872,7.0,10131.00908,39.289602196235776,75766.0
am_100872,am,100872,9.0,29724.60071,31.892288861689103,185459.0
am_100872,am,100872,10.0,18630.229832,67.00921141997769,164904.0
am_100930,am,100930,5.0,48810.120219,73.98256544755735,330952.0
am_100930,am,100930,6.0,196546.865413,62.16588936122459,1497052.0
am_100933,am,100933,6.0,6785.27144,6.988281526587835,56492.0
am_100954,am,100954,6.0,114498.261305,89.67524913117295,889993.0
am_100966,am,100966,6.0,9905.997523,64.47181217109701,74110.0
am_100982,am,100982,1.0,10026.125887,38.41093035373126,69092.0
am_100982,am,100982,2.0,44625.843084,20.826080446363836,253784.0
am_100982,am,100982,3.0,41297.531797,12.986596094209084,233141.0
am_100982,am,100982,4.0,5483.190772,5.7421713981783125,30082.0
am_100982,am,100982,5.0,48490.174797,42.97413730406929,316247.0
am_100982,am,100982,6.0,49559.133087,75.7561584273216,379480.0
am_100982,am,100982,7.0,5496.998697,60.00637175028576,41119.0
am_100982,am,100982,8.0,50145.39657,18.809852376465344,296091.0
am_100982,am,100982,9.0,30584.951189,73.01781778104335,190540.0
am_100982,am,100982,10.0,14627.156923,63.771896420411274,128674.0
am_100982,am,100982,11.0,17899.557051,16.747711544981353,100286.0
am_101021,am,101021,5.0,109864.296717,44.654568767120175,703483.0
am_101021,am,101021,6.0,55917.1176,68.32246916552558,398742.0
am_101036,am,101036,2.0,83748.523151,21.755043878031323,465267.0
am_101036,am,101036,3.0,54944.357504,16.5621996814374,300098.0
am_101036,am,101036,4.0,19505.447087,29.66792449216094,104413.0
am_101036,am,101036,5.0,68204.954624,73.43116031328732,438192.0
am_101036,am,101036,6.0,61917.376238,82.15236752951141,453384.0
am_101036,am,101036,8.0,114238.676711,74.04131260156261,660307.0
am_101036,am,101036,11.0,40063.614846,6.078941144364595,219860.0
am_101058,am,101058,2.0,12594.468391,46.69665150420156,70569.0
am_101058,am,101058,3.0,73304.768582,76.30698314617868,403944.0
am_101058,am,101058,4.0,20234.248798,95.33632590914576,107711.0
am_101058,am,101058,5.0,27798.538309,55.915116457291425,176159.0
am_101058,am,101058,8.0,46320.880684,52.15791572608233,273323.0
am_101058,am,101058,11.0,25165.012394,57.60021773228956,139621.0
am_1011297,am,1011297,3.0,76590.58999,99.9332798053528,411000.0
am_1011297,am,1011297,4.0,34558.74572,99.28194580084784,183287.0
