276236,Bryx veleronis,154617,Bryx veleronis,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Bryx,Offshore Pipefish,"Herald, 1940",2016,2016-06-10,DD,,Unknown,true,false,false,"Pollom, R.","Ralph, G. & Sorensen, M.",,,,,0.0,20.0,,,,
159348,Centropristis striata,16435325,Centropristis striata,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SERRANIDAE,Centropristis,Black Sea Bass,"(Linnaeus, 1758)",2015,2012-08-21,LC,,Stable,true,false,false,"Anderson, W., Milagrosa Bustamante, G., Carpenter, K.E., Gilmore, G. & Robertson, R.","Cox, N.A.",,,,,0.0,110.0,,,,
159217,Trichopsetta ventralis,190274,Trichopsetta ventralis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,BOTHIDAE,Trichopsetta,Sash Flounder,"(Goode &amp; Bean, 1885)",2021,2019-11-12,LC,,Unknown,true,false,false,"Munroe, T.A., Amaoka, K., Matsuura, K., Carpenter, K.E. & Robertson, R.","Ralph, G.",,,,,30.0,676.0,,,,
276163,Stellifer microps,47149007,Stellifer microps,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCIAENIDAE,Stellifer,Smalleye Stardrum,"(Steindachner, 1864)",2020,2020-01-27,LC,,Unknown,true,false,false,"Aguilera Socorro, O.","Gorman, C.",,,,,0.0,30.0,,,,
126809,Elagatis bipinnulata,16440027,Elagatis bipinnulata,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE,Elagatis,Rainbow Runner,"(Quoy &amp; Gaimard, 1825)",2015,2012-08-21,LC,,Stable,true,false,false,"Smith-Vaniz, W.F., Williams, J.T., Pina Amargos, F., Curtis, M. & Brown, J.","Cox, N.A.",,,,,1.0,150.0,,,,
280066,Centropomus poeyi,191834,Centropomus poeyi,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CENTROPOMIDAE,Centropomus,Mexican Snook,"Chávez, 1961",2019,2018-11-01,LC,,Unknown,true,true,false,"Mejía Guerrero, O., Dooley, J., Collette, B.B., Aiken, K.A., Oxenford, H., Marechal, J.-P., Pina Amargos, F., Robertson, R., Kishore, R. & Singh-Renton, S.","Mejía Guerrero, O. & Espinosa-Perez, H.",36290,1016921,,,0.0,20.0,,,,
318485,Hime japonica,123321528,Hime japonica,ANIMALIA,CHORDATA,ACTINOPTERYGII,AULOPIFORMES,AULOPIDAE,Hime,Japanese Threadsail,"(Günther, 1877)",2019,2018-10-12,DD,,Unknown,true,false,false,"Carpenter, K.E., Robertson, R., Matson, C. & Rivera Higueras, M.","Linardich, C.",,,,,88.0,235.0,,,,
288889,Porites astreoides,133680,Porites astreoides,ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Porites,Mustard Hill Coral,"Lamarck, 1816",2008,2008-01-01,LC,,Increasing,true,false,false,"Aronson, R., Bruckner, A., Moore, J., Precht, B. & E. Weil","Livingstone, S., Polidoro, B. & Smith, J. (Global Marine Species Assessment)",,,,,0.200000002980232,70.0,,,,
127346,Eustomias macrurus,47165363,Eustomias macrurus,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Eustomias,Scaleless Dragonfish,"Regan &amp; Trewavas, 1930",2015,2014-07-01,LC,,Unknown,true,false,false,"Harold, A.","bubnash, A., Polidoro, B. & Carpenter, K.E.",,,,,100.0,700.0,,,,
211778,Centropyge fisheri,165828,Centropyge fisheri,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACANTHIDAE,Centropyge,Hawaiian Flame Angelfish,"(Snyder, 1904)",2010,2009-10-09,LC,,Stable,true,false,false,"Pyle, R. & Myers, R.F.","Elfes, C., Polidoro, B., Livingstone, S. & Carpenter, K.E.",,,,,3.0,60.0,,,,
