taxonid,scientific_name,subspecies,rank,subpopulation,category
161682,Cruriraja rugosa,NA,NA,NA,LC
164139,Crypsis alopecuroides,NA,NA,NA,LC
164424,Crypsis schoenoides,NA,NA,NA,LC
196597,Cryptoblepharus poecilopleurus,NA,NA,NA,LC
59077,Cryptobranchus alleganiensis,NA,NA,NA,NT
166865196,Cryptocarya mannii,NA,NA,NA,EN
166865305,Cryptocarya oahuensis,NA,NA,NA,CR
168884,Cryptocoryne ciliata,NA,NA,NA,LC
5750,Cryptomastix magnidentata,NA,NA,NA,VU
190067,Cryptopsaras couesii,NA,NA,NA,LC
41377,Cryptotis parva,NA,NA,NA,LC
190757,Cryptotomus roseus,NA,NA,NA,LC
185142,Cryptotrema corallinum,NA,NA,NA,LC
5786,Crystallaria asprella,NA,NA,NA,VU
202435,Crystallaria cincotta,NA,NA,NA,CR
67999325,Crystallodytes cookei,NA,NA,NA,LC
44128,Ctenitis squamigera,NA,NA,NA,CR
178014,Ctenochaetus hawaiiensis,NA,NA,NA,LC
177949,Ctenochaetus strigosus,NA,NA,NA,LC
185963,Ctenogobius boleosoma,NA,NA,NA,LC
185968,Ctenogobius claytonii,NA,NA,NA,VU
185970,Ctenogobius fasciatus,NA,NA,NA,LC
185966,Ctenogobius pseudofasciatus,NA,NA,NA,LC
185965,Ctenogobius saepepallens,NA,NA,NA,LC
192934,Ctenogobius shufeldti,NA,NA,NA,LC
185964,Ctenogobius smaragdus,NA,NA,NA,LC
190960,Ctenogobius stigmaticus,NA,NA,NA,LC
185967,Ctenogobius stigmaturus,NA,NA,NA,LC
61295,Ctenopharyngodon idella,NA,NA,NA,LC
174478,Ctenosaura pectinata,NA,NA,NA,LC
174480,Ctenosaura similis,NA,NA,NA,LC
190384,Cubiceps caeruleus,NA,NA,NA,LC
198675,Cubiceps capensis,NA,NA,NA,LC
198676,Cubiceps gracilis,NA,NA,NA,LC
16439367,Cubiceps pauciradiatus,NA,NA,NA,LC
22683873,Cuculus canorus,NA,NA,NA,LC
22734721,Cuculus optatus,NA,NA,NA,LC
109928565,Cucurbita digitata,NA,NA,NA,LC
20742647,Cucurbita foetidissima,NA,NA,NA,LC
20742877,Cucurbita okeechobeensis,NA,NA,NA,DD
109928737,Cucurbita palmata,NA,NA,NA,DD
20742885,Cucurbita pepo,NA,NA,NA,LC
184086,Culaea inconstans,NA,NA,NA,LC
5952,Cumberlandia monodonta,NA,NA,NA,EN
136793925,Cupania glabra,NA,NA,NA,LC
147321031,Cuphophyllus canescens,NA,NA,NA,VU
42216,Cupressus arizonica,NA,NA,NA,LC
19708408,Cupressus arizonica var. glabra,glabra,var.,NA,NT
33998,Cupressus arizonica var. nevadensis,nevadensis,var.,NA,EN
33999,Cupressus arizonica var. stephensonii,stephensonii,var.,NA,CR
34047,Cupressus bakeri,NA,NA,NA,VU
42219,Cupressus goveniana,NA,NA,NA,EN
34000,Cupressus goveniana var. abramsiana,abramsiana,var.,NA,CR
30918,Cupressus goveniana var. goveniana,goveniana,var.,NA,EN
42220,Cupressus guadalupensis,NA,NA,NA,EN
34081,Cupressus guadalupensis var. forbesii,forbesii,var.,NA,EN
42222,Cupressus macnabiana,NA,NA,NA,LC
30375,Cupressus macrocarpa,NA,NA,NA,VU
42258,Cupressus sargentii,NA,NA,NA,VU
22734992,Curruca curruca,NA,NA,NA,LC
64310857,Cuscuta gronovii,NA,NA,NA,LC
153754449,Cuscuta warneri,NA,NA,NA,DD
33571,Cyanea aculeatiflora,NA,NA,NA,VU
44104,Cyanea acuminata,NA,NA,NA,CR
34005,Cyanea arborea,NA,NA,NA,EX
44100,Cyanea asarifolia,NA,NA,NA,CR
44105,Cyanea asplenifolia,NA,NA,NA,CR
44106,Cyanea calycina,NA,NA,NA,CR
44101,Cyanea comata,NA,NA,NA,EX
44140,Cyanea copelandii,NA,NA,NA,EN
44141,Cyanea copelandii subsp. copelandii,copelandii,subsp.,NA,EX
44142,Cyanea copelandii subsp. haleakalaensis,haleakalaensis,subsp.,NA,EN
91170518,Cyanea coriacea,NA,NA,NA,VU
44092,Cyanea crispa,NA,NA,NA,CR
44093,Cyanea cylindrocalyx,NA,NA,NA,EX
44094,Cyanea dolichopoda,NA,NA,NA,EX
44095,Cyanea dunbariae,NA,NA,NA,CR
103801825,Cyanea duvalliorum,NA,NA,NA,CR
44096,Cyanea eleeleensis,NA,NA,NA,EX
44107,Cyanea fauriei,NA,NA,NA,VU
91171380,Cyanea fissa,NA,NA,NA,VU
44097,Cyanea gibsonii,NA,NA,NA,CR
30919,Cyanea giffardii,NA,NA,NA,EX
44098,Cyanea glabra,NA,NA,NA,CR
78777135,Cyanea grimesiana,NA,NA,NA,CR
78777144,Cyanea grimesiana subsp. grimesiana,grimesiana,subsp.,NA,CR
78777153,Cyanea grimesiana subsp. obatae,obatae,subsp.,NA,CR
44108,Cyanea habenata,NA,NA,NA,CR
44139,Cyanea hamatiflora,NA,NA,NA,CR
33580,Cyanea hamatiflora subsp. carlsonii,carlsonii,subsp.,NA,CR
34044,Cyanea hamatiflora subsp. hamatiflora,hamatiflora,subsp.,NA,CR
33581,Cyanea hardyi,NA,NA,NA,EN
91172008,Cyanea hirtella,NA,NA,NA,VU
33582,Cyanea horrida,NA,NA,NA,CR
78777176,Cyanea humboldtiana,NA,NA,NA,CR
91172100,Cyanea kahiliensis,NA,NA,NA,EN
80230419,Cyanea kolekoleensis,NA,NA,NA,CR
103801946,Cyanea konahuanuiensis,NA,NA,NA,CR
78777204,Cyanea koolauensis,NA,NA,NA,EN
80230488,Cyanea kuhihewa,NA,NA,NA,CR
34006,Cyanea leptostegia,NA,NA,NA,EN
91172297,Cyanea linearifolia,NA,NA,NA,EX
78777213,Cyanea lobata,NA,NA,NA,CR
78777250,Cyanea lobata subsp. baldwinii,baldwinii,subsp.,NA,CR
78777234,Cyanea lobata subsp. lobata,lobata,subsp.,NA,CR
78777282,Cyanea longiflora,NA,NA,NA,CR
33587,Cyanea macrostegia subsp. gibsonii,gibsonii,subsp.,NA,EN
78777299,Cyanea magnicalyx,NA,NA,NA,CR
78777332,Cyanea mannii,NA,NA,NA,CR
30920,Cyanea marksii,NA,NA,NA,CR
78777379,Cyanea mauiensis,NA,NA,NA,EX
78777416,Cyanea mceldowneyi,NA,NA,NA,CR
91115476,Cyanea membranacea,NA,NA,NA,CR
91172490,Cyanea minutiflora,NA,NA,NA,EX
78777425,Cyanea munroi,NA,NA,NA,CR
91172805,Cyanea parvifolia,NA,NA,NA,EX
44109,Cyanea pinnatifida,NA,NA,NA,EW
78777444,Cyanea platyphylla,NA,NA,NA,CR
33554,Cyanea pohaku,NA,NA,NA,EX
30769,Cyanea procera,NA,NA,NA,CR
173117133,Cyanea profuga,NA,NA,NA,CR
91173738,Cyanea pseudofauriei,NA,NA,NA,EN
173117294,Cyanea purpurellifolia,NA,NA,NA,CR
30921,Cyanea pycnocarpa,NA,NA,NA,EX
34035,Cyanea quercifolia,NA,NA,NA,EX
78777489,Cyanea recta,NA,NA,NA,EN
78777599,Cyanea remyi,NA,NA,NA,CR
78777626,Cyanea rivularis,NA,NA,NA,CR
78777637,Cyanea sessilifolia,NA,NA,NA,EX
78777783,Cyanea shipmanii,NA,NA,NA,CR
34014,Cyanea solenocalyx,NA,NA,NA,VU
91174154,Cyanea spathulata,NA,NA,NA,VU
34016,Cyanea stictophylla,NA,NA,NA,CR
44052,Cyanea st-johnii,NA,NA,NA,CR
44135,Cyanea superba,NA,NA,NA,EW
33588,Cyanea superba subsp. regina,regina,subsp.,NA,EX
34028,Cyanea superba subsp. superba,superba,subsp.,NA,EW
34017,Cyanea tritomantha,NA,NA,NA,VU
44053,Cyanea truncata,NA,NA,NA,CR
78777794,Cyanea undulata,NA,NA,NA,CR
22709707,Cyanecula svecica,NA,NA,NA,LC
22705611,Cyanocitta cristata,NA,NA,NA,LC
22705614,Cyanocitta stelleri,NA,NA,NA,LC
22705742,Cyanocorax morio,NA,NA,NA,LC
22705738,Cyanocorax yncas,NA,NA,NA,LC
6006,Cycleptus elongatus,NA,NA,NA,LC
202073,Cycleptus meridionalis,NA,NA,NA,LC
6008,Cyclocosmia torreya,NA,NA,NA,DD
19044,Cyclonaias asperata,NA,NA,NA,LR/nt
19047,Cyclonaias houstonensis,NA,NA,NA,LR/nt
189128,Cyclonaias nodulata,NA,NA,NA,LC
189523,Cyclonaias pustulosa,NA,NA,NA,LC
19049,Cyclonaias refulgens,NA,NA,NA,LR/nt
8783,Cyclonaias succissa,NA,NA,NA,LC
6018,Cyclonaias tuberculata,NA,NA,NA,NT
16439534,Cyclopsetta chittendeni,NA,NA,NA,LC
16439642,Cyclopsetta fimbriata,NA,NA,NA,LC
6024,Cycloptilum irregularis,NA,NA,NA,VU
61423,Cyclosorus boydiae,NA,NA,NA,EN
164350,Cyclosorus interruptus,NA,NA,NA,LC
61424,Cyclosorus wailele,NA,NA,NA,CR
163222,Cycloteuthis serventyi,NA,NA,NA,LC
18252612,Cyclothone acclinidens,NA,NA,NA,LC
190300,Cyclothone alba,NA,NA,NA,LC
137473683,Cyclothone atraria,NA,NA,NA,LC
198757,Cyclothone braueri,NA,NA,NA,LC
190133,Cyclothone microdon,NA,NA,NA,LC
21132825,Cyclothone obscura,NA,NA,NA,LC
18252619,Cyclothone pallida,NA,NA,NA,LC
60469980,Cyclothone parapallida,NA,NA,NA,LC
18252629,Cyclothone pseudopallida,NA,NA,NA,LC
137473695,Cyclothone signata,NA,NA,NA,LC
188889,Cyclotropis bedaliensis,NA,NA,NA,LC
61611928,Cydonia oblonga,NA,NA,NA,LC
18227109,Cyema atrum,NA,NA,NA,LC
22679859,Cygnus buccinator,NA,NA,NA,LC
22679862,Cygnus columbianus,NA,NA,NA,LC
22679856,Cygnus cygnus,NA,NA,NA,LC
22679839,Cygnus olor,NA,NA,NA,LC
152776,Cylindropuntia abyssi,NA,NA,NA,LC
152855,Cylindropuntia acanthocarpa,NA,NA,NA,LC
152128,Cylindropuntia arbuscula,NA,NA,NA,LC
152659,Cylindropuntia bigelovii,NA,NA,NA,LC
151936,Cylindropuntia californica,NA,NA,NA,LC
152307,Cylindropuntia davisii,NA,NA,NA,LC
152740,Cylindropuntia echinocarpa,NA,NA,NA,LC
152447,Cylindropuntia fulgida,NA,NA,NA,LC
152783,Cylindropuntia ganderi,NA,NA,NA,LC
152144,Cylindropuntia imbricata,NA,NA,NA,LC
152859,Cylindropuntia kleiniae,NA,NA,NA,LC
152600,Cylindropuntia leptocaulis,NA,NA,NA,LC
181376,Cylindropuntia multigeniculata,NA,NA,NA,LC
152293,Cylindropuntia munzii,NA,NA,NA,LC
152246,Cylindropuntia prolifera,NA,NA,NA,LC
152923,Cylindropuntia ramosissima,NA,NA,NA,LC
152534,Cylindropuntia spinosior,NA,NA,NA,LC
152642,Cylindropuntia tunicata,NA,NA,NA,LC
151712,Cylindropuntia versicolor,NA,NA,NA,LC
152721,Cylindropuntia whipplei,NA,NA,NA,LC
152860,Cylindropuntia wolfii,NA,NA,NA,LC
192929,Cymatogaster aggregata,NA,NA,NA,LC
187754,Cymolutes lecluse,NA,NA,NA,LC
187681,Cymolutes praetextatus,NA,NA,NA,LC
22725767,Cynanthus latirostris,NA,NA,NA,LC
44393469,Cynodon transvaalensis,NA,NA,NA,LC
42453,Cynomys gunnisoni,NA,NA,NA,LC
42454,Cynomys leucurus,NA,NA,NA,LC
6091,Cynomys ludovicianus,NA,NA,NA,LC
6090,Cynomys parvidens,NA,NA,NA,EN
196690,Cynoscion arenarius,NA,NA,NA,LC
193266,Cynoscion nebulosus,NA,NA,NA,LC
47147574,Cynoscion nothus,NA,NA,NA,LC
183439,Cynoscion parvipinnis,NA,NA,NA,DD
46104933,Cynoscion regalis,NA,NA,NA,EN
164443,Cyperus alopecuroides,NA,NA,NA,LC
168912,Cyperus alternifolius,NA,NA,NA,LC
177321,Cyperus amabilis,NA,NA,NA,LC
164147,Cyperus articulatus,NA,NA,NA,LC
138878787,Cyperus blepharoleptos,NA,NA,NA,LC
164257,Cyperus compressus,NA,NA,NA,LC
170653913,Cyperus croceus,NA,NA,NA,LC
177276,Cyperus cyperoides,NA,NA,NA,LC
64310870,Cyperus dentatus,NA,NA,NA,LC
177093,Cyperus distans,NA,NA,NA,LC
44392775,Cyperus drummondii,NA,NA,NA,LC
64310884,Cyperus eragrostis,NA,NA,NA,LC
64310893,Cyperus erythrorhizos,NA,NA,NA,LC
164079,Cyperus fuscus,NA,NA,NA,LC
44393264,Cyperus grayi,NA,NA,NA,LC
168969,Cyperus haspan,NA,NA,NA,LC
138795616,Cyperus hortensis,NA,NA,NA,LC
120158708,Cyperus hystricoides,NA,NA,NA,LC
164164,Cyperus imbricatus,NA,NA,NA,LC
169017,Cyperus iria,NA,NA,NA,LC
164060,Cyperus laevigatus,NA,NA,NA,LC
120159111,Cyperus lanceolatus,NA,NA,NA,LC
164287,Cyperus longus,NA,NA,NA,LC
177048,Cyperus macrostachyos,NA,NA,NA,LC
18906981,Cyperus odoratus,NA,NA,NA,LC
164158,Cyperus papyrus,NA,NA,NA,LC
78786326,Cyperus pennatiformis,NA,NA,NA,EN
78786376,Cyperus pennatiformis var. bryanii,bryanii,var.,NA,CR
170655839,Cyperus planifolius,NA,NA,NA,LC
91177012,Cyperus rockii,NA,NA,NA,EX
158183,Cyperus rotundus,NA,NA,NA,LC
131762561,Cyperus sesquiflorus,NA,NA,NA,LC
177290,Cyperus squarrosus,NA,NA,NA,LC
64310948,Cyperus strigosus,NA,NA,NA,LC
78786505,Cyperus trachysanthos,NA,NA,NA,EN
168797,Cyperus unioloides,NA,NA,NA,LC
202074,Cyprinella analostana,NA,NA,NA,LC
6134,Cyprinella caerulea,NA,NA,NA,EN
202075,Cyprinella callisema,NA,NA,NA,LC
202076,Cyprinella callistia,NA,NA,NA,LC
6135,Cyprinella callitaenia,NA,NA,NA,NT
202077,Cyprinella camura,NA,NA,NA,LC
202078,Cyprinella chloristia,NA,NA,NA,LC
6136,Cyprinella formosa,NA,NA,NA,LC
202079,Cyprinella galactura,NA,NA,NA,LC
202080,Cyprinella gibbsi,NA,NA,NA,LC
202081,Cyprinella labrosa,NA,NA,NA,LC
202082,Cyprinella leedsi,NA,NA,NA,LC
202083,Cyprinella lepida,NA,NA,NA,EN
191260,Cyprinella lutrensis,NA,NA,NA,LC
6137,Cyprinella monacha,NA,NA,NA,VU
202084,Cyprinella nivea,NA,NA,NA,LC
6139,Cyprinella proserpina,NA,NA,NA,LC
202085,Cyprinella pyrrhomelas,NA,NA,NA,LC
202086,Cyprinella spiloptera,NA,NA,NA,LC
202087,Cyprinella trichroistia,NA,NA,NA,LC
184097,Cyprinella venusta,NA,NA,NA,LC
202088,Cyprinella whipplei,NA,NA,NA,LC
202089,Cyprinella xaenura,NA,NA,NA,NT
202090,Cyprinella zanema,NA,NA,NA,LC
202375,Cyprinodon arcuatus,NA,NA,NA,EX
6148,Cyprinodon bovinus,NA,NA,NA,VU
6149,Cyprinodon diabolis,NA,NA,NA,CR
6150,Cyprinodon elegans,NA,NA,NA,EN
191303,Cyprinodon eremus,NA,NA,NA,EN
62208,Cyprinodon eximius,NA,NA,NA,LC
62209,Cyprinodon macularius,NA,NA,NA,VU
62210,Cyprinodon nevadensis,NA,NA,NA,VU
6163,Cyprinodon pecosensis,NA,NA,NA,VU
6164,Cyprinodon radiosus,NA,NA,NA,EN
82960375,Cyprinodon riverendi,NA,NA,NA,LC
202376,Cyprinodon rubrofluviatilis,NA,NA,NA,LC
62211,Cyprinodon salinus,NA,NA,NA,EN
6169,Cyprinodon tularosa,NA,NA,NA,EN
189823,Cyprinodon variegatus,NA,NA,NA,LC
43315493,Cypripedium acaule,NA,NA,NA,LC
43315496,Cypripedium arietinum,NA,NA,NA,NT
43315511,Cypripedium californicum,NA,NA,NA,EN
43315514,Cypripedium candidum,NA,NA,NA,VU
43315656,Cypripedium fasciculatum,NA,NA,NA,VU
203370,Cypripedium guttatum,NA,NA,NA,LC
13254117,Cypripedium kentuckiense,NA,NA,NA,VU
43316810,Cypripedium montanum,NA,NA,NA,VU
43316816,Cypripedium parviflorum,NA,NA,NA,LC
43316819,Cypripedium passerinum,NA,NA,NA,VU
43316825,Cypripedium reginae,NA,NA,NA,LC
43316849,Cypripedium yatabeanum,NA,NA,NA,NT
6182,Cyprogenia aberti,NA,NA,NA,DD
6184,Cyprogenia stegaria,NA,NA,NA,CR
22686440,Cypseloides niger,NA,NA,NA,VU
20885884,Cypselurus comatus,NA,NA,NA,LC
144305218,Cyrilla racemiflora,NA,NA,NA,LC
91177854,Cyrtandra confertiflora,NA,NA,NA,EN
78787179,Cyrtandra crenata,NA,NA,NA,CR
79129553,Cyrtandra cyaneoides,NA,NA,NA,EN
79129577,Cyrtandra dentata,NA,NA,NA,CR
30922,Cyrtandra giffardii,NA,NA,NA,EN
173117973,Cyrtandra gracilis,NA,NA,NA,CR
80231759,Cyrtandra heinrichii,NA,NA,NA,EN
91177965,Cyrtandra kamoolaensis,NA,NA,NA,EN
91178044,Cyrtandra kauaiensis,NA,NA,NA,EN
44054,Cyrtandra kaulantha,NA,NA,NA,CR
79129594,Cyrtandra kealiae,NA,NA,NA,EN
79130257,Cyrtandra kealiae subsp. kealiae,kealiae,subsp.,NA,EN
79130307,Cyrtandra kealiae subsp. urceolata,urceolata,subsp.,NA,EN
91178410,Cyrtandra longifolia,NA,NA,NA,EN
80231899,Cyrtandra oenobarba,NA,NA,NA,EN
91178520,Cyrtandra olona,NA,NA,NA,EX
80231951,Cyrtandra paliku,NA,NA,NA,CR
91179110,Cyrtandra paludosa var. microcarpa,microcarpa,var.,NA,EN
91179427,Cyrtandra pickeringii,NA,NA,NA,VU
44055,Cyrtandra polyantha,NA,NA,NA,CR
79830986,Cyrtandra subumbellata,NA,NA,NA,CR
79853183,Cyrtandra viridiflora,NA,NA,NA,CR
91179486,Cyrtandra wainihaensis,NA,NA,NA,CR
44056,Cyrtandra waiolani,NA,NA,NA,EW
91179691,Cyrtandra wawrae,NA,NA,NA,EN
22728212,Cyrtonyx montezumae,NA,NA,NA,LC
107982537,Cyrtophyllicus chlorum,NA,NA,NA,NT
164748,Cyrtopodion scabrum,NA,NA,NA,LC
6204,Cystophora cristata,NA,NA,NA,VU
19892837,Cytisus striatus,NA,NA,NA,LC
16439757,Cyttopsis rosea,NA,NA,NA,LC
161556,Dactylobatus armatus,NA,NA,NA,LC
161331,Dactylobatus clarkii,NA,NA,NA,LC
50903234,Dactyloptena orientalis,NA,NA,NA,LC
185182,Dactylopterus volitans,NA,NA,NA,LC
47143394,Dactyloscopus crossotus,NA,NA,NA,LC
47143398,Dactyloscopus foraminosus,NA,NA,NA,LC
46104160,Dactyloscopus moorei,NA,NA,NA,LC
46104167,Dactyloscopus tridigitatus,NA,NA,NA,LC
6228,Daihinibaenetes arizonensis,NA,NA,NA,VU
192943,Dajaus monticola,NA,NA,NA,LC
6229,Dalatias licha,NA,NA,NA,VU
62022285,Dalbergia brownei,NA,NA,NA,LC
62022448,Dalbergia ecastaphyllum,NA,NA,NA,LC
19892800,Dalea bicolor,NA,NA,NA,LC
19892761,Dalea compacta,NA,NA,NA,LC
19893131,Dalea formosa,NA,NA,NA,LC
19892999,Dalea lasiathera,NA,NA,NA,LC
19892391,Dalea obovata,NA,NA,NA,LC
19892189,Dalea ornata,NA,NA,NA,LC
19891725,Dalea sabinalis,NA,NA,NA,CR
19892312,Dalea scandens,NA,NA,NA,LC
202400,Dallia pectoralis,NA,NA,NA,LC
42188,Dama dama,NA,NA,NA,LC
146610686,Damburneya coriacea,NA,NA,NA,LC
60470089,Danacetichthys galathenus,NA,NA,NA,DD
137474579,Danaphos oculatus,NA,NA,NA,LC
140348234,Danaphryne nigrifilis,NA,NA,NA,LC
160668,Danaus gilippus,NA,NA,NA,LC
159971,Danaus plexippus,NA,NA,NA,LC
194052138,Danaus plexippus ssp. plexippus,plexippus,ssp.,NA,EN
39714,Darlingtonia californica,NA,NA,NA,LR/lc
125992596,Dasylirion wheeleri,NA,NA,NA,LC
6290,Dasypus novemcinctus,NA,NA,NA,LC
130344655,Dasyscopelus brachygnathos,NA,NA,NA,LC
117196619,Daucus pusillus,NA,NA,NA,LC
161551,Deania profundorum,NA,NA,NA,NT
190117,Decapterus macarellus,NA,NA,NA,LC
20431518,Decapterus macrosoma,NA,NA,NA,LC
20431538,Decapterus muroadsi,NA,NA,NA,LC
16439848,Decapterus punctatus,NA,NA,NA,LC
190164,Decapterus tabl,NA,NA,NA,LC
187613,Decodon puellaris,NA,NA,NA,LC
64311180,Decodon verticillatus,NA,NA,NA,LC
103811886,Delichon urbicum,NA,NA,NA,LC
34038,Delissea kauaiensis,NA,NA,NA,CR
34039,Delissea niihauensis,NA,NA,NA,EX
79862837,Delissea rhytidosperma,NA,NA,NA,CR
79862904,Delissea subcordata,NA,NA,NA,EX
79863585,Delissea subcordata subsp. obtusifolia,obtusifolia,subsp.,NA,EX
79863526,Delissea subcordata subsp. subcordata,subcordata,subsp.,NA,EX
79863661,Delissea takeuchii,NA,NA,NA,CR
34040,Delissea undulata,NA,NA,NA,EX
79864848,Delissea waianaeensis,NA,NA,NA,CR
32947,Delonix regia,NA,NA,NA,LC
6335,Delphinapterus leucas,NA,NA,NA,LC
61442,Delphinapterus leucas Cook Inlet subpopulation,NA,NA,Cook Inlet subpopulation,CR
134817215,Delphinus delphis,NA,NA,NA,LC
6338,Deltistes luxatus,NA,NA,NA,EN
22734695,Dendragapus fuliginosus,NA,NA,NA,LC
22734690,Dendragapus obscurus,NA,NA,NA,LC
55174,Dendrobates auratus,NA,NA,NA,LC
126488243,Dendrobium antennatum,NA,NA,NA,LC
69793403,Dendrochirus barberi,NA,NA,NA,LC
22681124,Dendrocopos major,NA,NA,NA,LC
22679780,Dendrocygna autumnalis,NA,NA,NA,LC
22679746,Dendrocygna bicolor,NA,NA,NA,LC
133124,Dendrogyra cylindrus,NA,NA,NA,VU
126608665,Dendromecon rigida,NA,NA,NA,LC
166865317,Deparia cataracticola,NA,NA,NA,EN
157861694,Depressigyra globulus,NA,NA,NA,NT
155093,Derichthys serpentinus,NA,NA,NA,LC
132767,Dermatolepis dermatolepis,NA,NA,NA,LC
39303,Dermatolepis inermis,NA,NA,NA,DD
153743038,Dermatophyllum arizonicum,NA,NA,NA,DD
156821873,Dermatophyllum secundiflorum,NA,NA,NA,LC
6494,Dermochelys coriacea,NA,NA,NA,VU
46967807,Dermochelys coriacea East Pacific Ocean subpopulation,NA,NA,East Pacific Ocean subpopulation,CR
46967827,Dermochelys coriacea Northwest Atlantic Ocean subpopulation,NA,NA,Northwest Atlantic Ocean subpopulation,EN
46967817,Dermochelys coriacea West Pacific Ocean subpopulation,NA,NA,West Pacific Ocean subpopulation,CR
83478691,Deroceras invadens,NA,NA,NA,LC
157715642,Desbruyeresia marianaensis,NA,NA,NA,VU
157715716,Desbruyeresia spinosa,NA,NA,NA,VU
170656437,Desmanthus virgatus,NA,NA,NA,LC
123375825,Desmodema lorum,NA,NA,NA,LC
190073,Desmodema polystictum,NA,NA,NA,LC
19892387,Desmodium glutinosum,NA,NA,NA,LC
19892074,Desmodium grahamii,NA,NA,NA,LC
19891529,Desmodium intortum,NA,NA,NA,LC
19892479,Desmodium lindheimeri,NA,NA,NA,LC
19891814,Desmodium nuttallii,NA,NA,NA,LC
61902,Desmognathus abditus,NA,NA,NA,NT
59243,Desmognathus aeneus,NA,NA,NA,NT
59244,Desmognathus apalachicolae,NA,NA,NA,LC
59245,Desmognathus auriculatus,NA,NA,NA,LC
59246,Desmognathus brimleyorum,NA,NA,NA,LC
59247,Desmognathus carolinensis,NA,NA,NA,LC
59248,Desmognathus folkertsi,NA,NA,NA,DD
59249,Desmognathus fuscus,NA,NA,NA,LC
59250,Desmognathus imitator,NA,NA,NA,LC
59251,Desmognathus marmoratus,NA,NA,NA,LC
59252,Desmognathus monticola,NA,NA,NA,LC
59253,Desmognathus ochrophaeus,NA,NA,NA,LC
59254,Desmognathus ocoee,NA,NA,NA,LC
59255,Desmognathus orestes,NA,NA,NA,LC
59256,Desmognathus quadramaculatus,NA,NA,NA,LC
59257,Desmognathus santeetlah,NA,NA,NA,LC
59258,Desmognathus welteri,NA,NA,NA,LC
59259,Desmognathus wrighti,NA,NA,NA,LC
75102369,Destuntzia rubra,NA,NA,NA,CR
6519,Dexteria floridana,NA,NA,NA,CR
63769,Diadophis punctatus,NA,NA,NA,LC
190159,Diaphus adenomus,NA,NA,NA,LC
129511252,Diaphus aliciae,NA,NA,NA,LC
190404,Diaphus anderseni,NA,NA,NA,LC
15598621,Diaphus bertelseni,NA,NA,NA,LC
129511528,Diaphus chrysorhynchus,NA,NA,NA,LC
190314,Diaphus dumerilii,NA,NA,NA,DD
15598639,Diaphus effulgens,NA,NA,NA,LC
15598666,Diaphus fragilis,NA,NA,NA,LC
129512036,Diaphus fulgens,NA,NA,NA,LC
190321,Diaphus garmani,NA,NA,NA,LC
130263584,Diaphus gigas,NA,NA,NA,LC
130275086,Diaphus jenseni,NA,NA,NA,LC
130275254,Diaphus kuroshio,NA,NA,NA,LC
15598672,Diaphus lucidus,NA,NA,NA,LC
47165067,Diaphus luetkeni,NA,NA,NA,LC
130281858,Diaphus malayanus,NA,NA,NA,LC
198613,Diaphus metopoclampus,NA,NA,NA,LC
130282200,Diaphus minax,NA,NA,NA,LC
190197,Diaphus mollis,NA,NA,NA,LC
130282230,Diaphus nielseni,NA,NA,NA,LC
130282441,Diaphus pacificus,NA,NA,NA,LC
130283033,Diaphus parri,NA,NA,NA,LC
15598778,Diaphus perspicillatus,NA,NA,NA,LC
130283639,Diaphus phillipsi,NA,NA,NA,LC
60470092,Diaphus problematicus,NA,NA,NA,LC
154729,Diaphus rafinesquii,NA,NA,NA,LC
130284409,Diaphus regani,NA,NA,NA,LC
130284836,Diaphus roei,NA,NA,NA,LC
130285307,Diaphus schmidti,NA,NA,NA,LC
130285744,Diaphus signatus,NA,NA,NA,LC
15598791,Diaphus splendidus,NA,NA,NA,LC
15598799,Diaphus subtilis,NA,NA,NA,DD
15598809,Diaphus taaningi,NA,NA,NA,DD
15598812,Diaphus termophilus,NA,NA,NA,LC
130286297,Diaphus theta,NA,NA,NA,LC
130286757,Diaphus thiollierei,NA,NA,NA,LC
130286778,Diaphus trachops,NA,NA,NA,LC
130286816,Diaphus wisneri,NA,NA,NA,LC
185971,Diapterus auratus,NA,NA,NA,LC
192930,Diapterus rhombeus,NA,NA,NA,LC
20663855,Dibranchus atlanticus,NA,NA,NA,LC
20663917,Dibranchus tremendus,NA,NA,NA,LC
59078,Dicamptodon aterrimus,NA,NA,NA,LC
59079,Dicamptodon copei,NA,NA,NA,LC
59080,Dicamptodon ensatus,NA,NA,NA,NT
59081,Dicamptodon tenebrosus,NA,NA,NA,LC
190089,Diceratias pileatus,NA,NA,NA,LC
133436,Dichocoenia stellaris,NA,NA,NA,DD
133102,Dichocoenia stokesii,NA,NA,NA,VU
170656520,Dichondra carolinensis,NA,NA,NA,LC
126421141,Dichondra micrantha,NA,NA,NA,LC
164134,Dichrostachys cinerea,NA,NA,NA,LC
120202792,Dicranopteris linearis,NA,NA,NA,LC
137496751,Dicrolene filamentosa,NA,NA,NA,LC
155063,Dicrolene hubrechti,NA,NA,NA,LC
60470322,Dicrolene introniger,NA,NA,NA,LC
190189,Dicrolene kanazawai,NA,NA,NA,LC
42618,Dicrostonyx groenlandicus,NA,NA,NA,LC
42620,Dicrostonyx nelsoni,NA,NA,NA,LC
39974,Dicrostonyx unalascensis,NA,NA,NA,DD
40502,Didelphis virginiana,NA,NA,NA,LC
50969374,Didymops floridensis,NA,NA,NA,LC
50969974,Didymops transversa,NA,NA,NA,LC
