taxonid,scientific_name,subspecies,rank,subpopulation,category
20006,Sciurus aureogaster,NA,NA,NA,LC
42462,Sciurus carolinensis,NA,NA,NA,LC
20011,Sciurus griseus,NA,NA,NA,LC
20015,Sciurus nayaritensis,NA,NA,NA,LC
20016,Sciurus niger,NA,NA,NA,LC
151103217,Scleria baldwinii,NA,NA,NA,LC
151101010,Scleria ciliata,NA,NA,NA,LC
120180276,Scleria distans,NA,NA,NA,LC
151102343,Scleria georgiana,NA,NA,NA,LC
172937141,Scleria hirtella,NA,NA,NA,LC
123730244,Scleria lithosperma,NA,NA,NA,LC
172935333,Scleria minor,NA,NA,NA,LC
172934295,Scleria muehlenbergii,NA,NA,NA,LC
151105331,Scleria oligantha,NA,NA,NA,LC
172932922,Scleria pauciflora,NA,NA,NA,LC
44392988,Scleria reticularis,NA,NA,NA,LC
151107299,Scleria testacea,NA,NA,NA,LC
44392890,Scleria triglomerata,NA,NA,NA,LC
64324892,Scleria verticillata,NA,NA,NA,LC
152535,Sclerocactus brevihamatus,NA,NA,NA,LC
181378,Sclerocactus brevispinus,NA,NA,NA,CR
152717,Sclerocactus erectocentrus,NA,NA,NA,LC
151845,Sclerocactus glaucus,NA,NA,NA,LC
152187,Sclerocactus intertextus,NA,NA,NA,LC
152815,Sclerocactus johnsonii,NA,NA,NA,LC
152052,Sclerocactus mariposensis,NA,NA,NA,LC
152519,Sclerocactus mesae-verdae,NA,NA,NA,LC
152484,Sclerocactus nyensis,NA,NA,NA,EN
152367,Sclerocactus papyracanthus,NA,NA,NA,LC
152298,Sclerocactus parviflorus,NA,NA,NA,LC
151778,Sclerocactus polyancistrus,NA,NA,NA,LC
152099,Sclerocactus pubispinus,NA,NA,NA,LC
152820,Sclerocactus scheeri,NA,NA,NA,LC
181379,Sclerocactus sileri,NA,NA,NA,VU
152400,Sclerocactus spinosior,NA,NA,NA,LC
152567,Sclerocactus uncinatus,NA,NA,NA,LC
152154,Sclerocactus warnockii,NA,NA,NA,LC
181377,Sclerocactus wetlandicus,NA,NA,NA,LC
152090,Sclerocactus whipplei,NA,NA,NA,LC
152640,Sclerocactus wrightiae,NA,NA,NA,NT
167866,Scolochloa festucacea,NA,NA,NA,LC
22693072,Scolopax minor,NA,NA,NA,LC
22693052,Scolopax rusticola,NA,NA,NA,LC
133053,Scolymia cubensis,NA,NA,NA,LC
132874,Scolymia lacera,NA,NA,NA,LC
133605,Scolymia wellsi,NA,NA,NA,DD
170357,Scomber colias,NA,NA,NA,LC
190211,Scomberesox saurus,NA,NA,NA,LC
170306,Scomber japonicus,NA,NA,NA,LC
20434766,Scomberoides lysan,NA,NA,NA,LC
170339,Scomberomorus cavalla,NA,NA,NA,LC
20047,Scomberomorus concolor,NA,NA,NA,VU
170323,Scomberomorus maculatus,NA,NA,NA,LC
170327,Scomberomorus regalis,NA,NA,NA,LC
170325,Scomberomorus sierra,NA,NA,NA,LC
170354,Scomber scombrus,NA,NA,NA,LC
21132418,Scombrolabrax heterolepis,NA,NA,NA,LC
20662028,Scopelarchoides danae,NA,NA,NA,LC
190316,Scopelarchus analis,NA,NA,NA,LC
13485856,Scopelarchus guentheri,NA,NA,NA,LC
190480,Scopelarchus michaelsarsi,NA,NA,NA,LC
143613723,Scopelarchus stephensi,NA,NA,NA,LC
130353406,Scopelengys clarkei,NA,NA,NA,LC
15601913,Scopelengys tristis,NA,NA,NA,LC
141364407,Scopeloberyx malayanus,NA,NA,NA,LC
141364412,Scopeloberyx maxillaris,NA,NA,NA,LC
61934264,Scopeloberyx robustus,NA,NA,NA,DD
141364466,Scopeloberyx rossicus,NA,NA,NA,LC
135432191,Scopeloberyx rubriventer,NA,NA,NA,LC
18238049,Scopelogadus beanii,NA,NA,NA,DD
141364476,Scopelogadus bispinosus,NA,NA,NA,LC
60484333,Scopelogadus mizolepis,NA,NA,NA,LC
123323873,Scopelosaurus adleri,NA,NA,NA,LC
13485167,Scopelosaurus argenteus,NA,NA,NA,LC
123324008,Scopelosaurus harryi,NA,NA,NA,LC
123324046,Scopelosaurus hoedti,NA,NA,NA,LC
190389,Scopelosaurus lepidus,NA,NA,NA,LC
123324256,Scopelosaurus mauli,NA,NA,NA,LC
67966271,Scopelosaurus smithii,NA,NA,NA,LC
190417,Scophthalmus aquosus,NA,NA,NA,LC
190233,Scorpaena agassizii,NA,NA,NA,LC
16779209,Scorpaena albifimbria,NA,NA,NA,LC
16779221,Scorpaena bergii,NA,NA,NA,LC
16779231,Scorpaena brachyptera,NA,NA,NA,LC
16779236,Scorpaena brasiliensis,NA,NA,NA,LC
190336,Scorpaena calcarata,NA,NA,NA,LC
69917415,Scorpaena colorata,NA,NA,NA,LC
16779248,Scorpaena dispar,NA,NA,NA,LC
16779254,Scorpaena elachys,NA,NA,NA,LC
16779258,Scorpaena grandicornis,NA,NA,NA,LC
183715,Scorpaena guttata,NA,NA,NA,DD
16779264,Scorpaena inermis,NA,NA,NA,LC
190398,Scorpaena isthmensis,NA,NA,NA,LC
183491,Scorpaena mystes,NA,NA,NA,LC
69917664,Scorpaena pele,NA,NA,NA,LC
16779308,Scorpaena plumieri,NA,NA,NA,LC
16779383,Scorpaenodes caribbaeus,NA,NA,NA,LC
69917860,Scorpaenodes corallinus,NA,NA,NA,LC
69917918,Scorpaenodes evides,NA,NA,NA,LC
155224,Scorpaenodes hirsutus,NA,NA,NA,LC
69918242,Scorpaenodes kelloggi,NA,NA,NA,LC
69918402,Scorpaenodes parvipinnis,NA,NA,NA,LC
16779424,Scorpaenodes tredecimspinosus,NA,NA,NA,LC
183994,Scorpaenodes xyris,NA,NA,NA,LC
154756,Scorpaenopsis altirostris,NA,NA,NA,LC
69918570,Scorpaenopsis brevifrons,NA,NA,NA,LC
69918587,Scorpaenopsis cacopsis,NA,NA,NA,DD
69918624,Scorpaenopsis diabolus,NA,NA,NA,LC
69919192,Scorpaenopsis pluralis,NA,NA,NA,DD
20074,Scotorythra megalophylla,NA,NA,NA,EX
20075,Scotorythra nesiotes,NA,NA,NA,EX
20076,Scotorythra paratactis,NA,NA,NA,DD
19620681,Scrophularia umbrosa,NA,NA,NA,LC
19210380,Scutellaria galericulata,NA,NA,NA,LC
64324897,Scutellaria lateriflora,NA,NA,NA,LC
195815,Scuticaria okinawae,NA,NA,NA,LC
195816,Scuticaria tigrina,NA,NA,NA,LC
60232,Scyliorhinus meadi,NA,NA,NA,LC
60233,Scyliorhinus retifer,NA,NA,NA,LC
161449,Scyliorhinus torrei,NA,NA,NA,LC
170075,Scyllarides aequinoctialis,NA,NA,NA,LC
169954,Scyllarides haanii,NA,NA,NA,LC
170088,Scyllarides nodifer,NA,NA,NA,LC
170008,Scyllarides squammosus,NA,NA,NA,LC
185086,Scyllarus americanus,NA,NA,NA,LC
185042,Scyllarus chacei,NA,NA,NA,LC
185081,Scyllarus depressus,NA,NA,NA,LC
185016,Scyllarus planorbis,NA,NA,NA,DD
190147,Searsia koefoedi,NA,NA,NA,LC
69919266,Sebastapistes ballieui,NA,NA,NA,LC
69919546,Sebastapistes coniorta,NA,NA,NA,NT
69919731,Sebastapistes fowleri,NA,NA,NA,LC
69920041,Sebastapistes galactacma,NA,NA,NA,LC
20084,Sebastes fasciatus,NA,NA,NA,EN
20085,Sebastes paucispinis,NA,NA,NA,CR
29609,Sebastolobus alascanus,NA,NA,NA,EN
22721779,Seiurus aurocapilla,NA,NA,NA,LC
190388,Selar crumenophthalmus,NA,NA,NA,LC
22688232,Selasphorus calliope,NA,NA,NA,LC
22688293,Selasphorus platycercus,NA,NA,NA,LC
22688296,Selasphorus rufus,NA,NA,NA,NT
22688299,Selasphorus sasin,NA,NA,NA,LC
183636,Selene brevoortii,NA,NA,NA,LC
183213,Selene peruviana,NA,NA,NA,LC
16506931,Selene setapinnis,NA,NA,NA,LC
16507307,Selene vomer,NA,NA,NA,LC
152736,Selenicereus grandiflorus,NA,NA,NA,LC
152633,Selenicereus spinulosus,NA,NA,NA,LC
163025,Selenoteuthis scintillans,NA,NA,NA,LC
61340,Semicossyphus pulcher,NA,NA,NA,VU
162573,Semirossia equalis,NA,NA,NA,DD
162616,Semirossia tenera,NA,NA,NA,LC
202370,Semotilus atromaculatus,NA,NA,NA,LC
202371,Semotilus corporalis,NA,NA,NA,LC
20107,Semotilus lumbee,NA,NA,NA,LC
202372,Semotilus thoreauianus,NA,NA,NA,LC
64324900,Senecio hydrophilus,NA,NA,NA,LC
152909937,Senegalia berlandieri,NA,NA,NA,LC
130025001,Senegalia greggii,NA,NA,NA,LC
154024394,Senegalia roemeriana,NA,NA,NA,LC
153824012,Senegalia wrightii,NA,NA,NA,LC
19375580,Senna obtusifolia,NA,NA,NA,LC
130525346,Senna occidentalis,NA,NA,NA,LC
190631,Senticolis triaspis,NA,NA,NA,LC
163318,Sepioteuthis sepioidea,NA,NA,NA,LC
34023,Sequoiadendron giganteum,NA,NA,NA,EN
34051,Sequoia sempervirens,NA,NA,NA,EN
123424986,Seriola dorsalis,NA,NA,NA,LC
198643,Seriola dumerili,NA,NA,NA,LC
190139,Seriola fasciata,NA,NA,NA,LC
195097,Seriola lalandi,NA,NA,NA,LC
16507347,Seriola rivoliana,NA,NA,NA,LC
16507442,Seriola zonata,NA,NA,NA,LC
183750,Seriphus politus,NA,NA,NA,LC
16759463,Serraniculus pumilio,NA,NA,NA,LC
183978,Serranus aequidens,NA,NA,NA,LC
16759509,Serranus annularis,NA,NA,NA,LC
190218,Serranus atrobranchus,NA,NA,NA,LC
190297,Serranus baldwini,NA,NA,NA,LC
16759518,Serranus chionaraia,NA,NA,NA,LC
16759552,Serranus notospilus,NA,NA,NA,LC
16759556,Serranus phoebe,NA,NA,NA,LC
190339,Serranus subligarius,NA,NA,NA,LC
16759559,Serranus tabacarius,NA,NA,NA,LC
154799,Serranus tigrinus,NA,NA,NA,LC
16759567,Serranus tortugarum,NA,NA,NA,LC
190315,Serrivomer beanii,NA,NA,NA,LC
19891518,Sesbania drummondii,NA,NA,NA,LC
136662125,Sesbania pachycarpa,NA,NA,NA,LC
136662137,Sesbania rostrata,NA,NA,NA,LC
124232167,Sesuvium portulacastrum,NA,NA,NA,LC
15622835,Setarches guentheri,NA,NA,NA,LC
18963261,Setaria parviflora,NA,NA,NA,LC
44393141,Setaria setosa,NA,NA,NA,LC
136661238,Setaria sphacelata,NA,NA,NA,LC
22721639,Setophaga americana,NA,NA,NA,LC
103798482,Setophaga auduboni,NA,NA,NA,LC
22721673,Setophaga caerulescens,NA,NA,NA,LC
22721734,Setophaga castanea,NA,NA,NA,LC
22721740,Setophaga cerulea,NA,NA,NA,NT
22721692,Setophaga chrysoparia,NA,NA,NA,EN
22721876,Setophaga citrina,NA,NA,NA,LC
103798425,Setophaga coronata,NA,NA,NA,LC
22721725,Setophaga discolor,NA,NA,NA,LC
22724793,Setophaga dominica,NA,NA,NA,LC
22721695,Setophaga fusca,NA,NA,NA,LC
22721708,Setophaga graciae,NA,NA,NA,LC
22721722,Setophaga kirtlandii,NA,NA,NA,NT
22721667,Setophaga magnolia,NA,NA,NA,LC
22721679,Setophaga nigrescens,NA,NA,NA,LC
22721686,Setophaga occidentalis,NA,NA,NA,LC
22721731,Setophaga palmarum,NA,NA,NA,LC
22721664,Setophaga pensylvanica,NA,NA,NA,LC
22721657,Setophaga petechia,NA,NA,NA,LC
22721719,Setophaga pinus,NA,NA,NA,LC
103798640,Setophaga pitiayumi,NA,NA,NA,LC
22721762,Setophaga ruticilla,NA,NA,NA,LC
22721737,Setophaga striata,NA,NA,NA,NT
22721670,Setophaga tigrina,NA,NA,NA,LC
22721683,Setophaga townsendi,NA,NA,NA,LC
22721689,Setophaga virens,NA,NA,NA,LC
135952473,Shepherdia argentea,NA,NA,NA,LC
22708556,Sialia currucoides,NA,NA,NA,LC
22708553,Sialia mexicana,NA,NA,NA,LC
22708550,Sialia sialis,NA,NA,NA,LC
189778,Sibirenauta pictus,NA,NA,NA,LC
22723346,Sicalis flaveola,NA,NA,NA,LC
44167,Sicyopterus stimpsoni,NA,NA,NA,LR/nt
80219339,Sicyos albus,NA,NA,NA,CR
173154212,Sicyos lanceoloideus,NA,NA,NA,CR
80606791,Sidalcea hendersonii,NA,NA,NA,LC
133027,Siderastrea radians,NA,NA,NA,LC
133389,Siderastrea siderea,NA,NA,NA,LC
144220406,Sideroxylon alachuense,NA,NA,NA,CR
156753924,Sideroxylon celastrinum,NA,NA,NA,LC
181217044,Sideroxylon foetidissimum,NA,NA,NA,LC
153758904,Sideroxylon lanuginosum,NA,NA,NA,LC
156812221,Sideroxylon lycioides,NA,NA,NA,LC
150102256,Sideroxylon salicifolium,NA,NA,NA,LC
20211,Sigmodon arizonae,NA,NA,NA,LC
20212,Sigmodon fulviventer,NA,NA,NA,LC
20213,Sigmodon hispidus,NA,NA,NA,LC
20217,Sigmodon ochrognathus,NA,NA,NA,LC
18252853,Sigmops bathyphilus,NA,NA,NA,LC
141364518,Sigmops ebelingi,NA,NA,NA,LC
141364523,Sigmops gracilis,NA,NA,NA,LC
80219480,Silene alexandri,NA,NA,NA,CR
80219542,Silene perlmanii,NA,NA,NA,CR
153762744,Silene plankii,NA,NA,NA,NT
19108751,Silene vulgaris,NA,NA,NA,LC
150108258,Simarouba glauca,NA,NA,NA,LC
155190,Simenchelys parasitica,NA,NA,NA,LC
20247,Simpsonaias ambigua,NA,NA,NA,VU
166313,Sinanodonta woodiana,NA,NA,NA,LC
9180,Siphateles alvordensis,NA,NA,NA,NT
62200,Siphateles bicolor,NA,NA,NA,LC
9182,Siphateles boraxobius,NA,NA,NA,VU
59491,Siren intermedia,NA,NA,NA,LC
59492,Siren lacertina,NA,NA,NA,LC
64346,Sistrurus catenatus,NA,NA,NA,LC
64347,Sistrurus miliarius,NA,NA,NA,LC
22711196,Sitta canadensis,NA,NA,NA,LC
22711202,Sitta carolinensis,NA,NA,NA,LC
103881613,Sitta pusilla,NA,NA,NA,LC
22711170,Sitta pygmaea,NA,NA,NA,LC
64324910,Sium suave,NA,NA,NA,LC
20286,Skistodiaptomus bogalusensis,NA,NA,NA,DD
20288,Skistodiaptomus carolinensis,NA,NA,NA,VU
20287,Skistodiaptomus sinuatus,NA,NA,NA,DD
135438973,Sladenia remiger,NA,NA,NA,LC
190326,Sladenia shaefersi,NA,NA,NA,LC
143847252,Smilisca baudinii,NA,NA,NA,LC
55907,Smilisca fodiens,NA,NA,NA,LC
20665159,Snyderidia canina,NA,NA,NA,LC
152909785,Solanum bahamense,NA,NA,NA,LC
80219624,Solanum incompletum,NA,NA,NA,CR
101527571,Solanum jamesii,NA,NA,NA,LC
80219724,Solanum sandwicense,NA,NA,NA,CR
71784462,Solanum stoloniferum,NA,NA,NA,LC
101534565,Solanum viarum,NA,NA,NA,LC
133657,Solenastrea bournoni,NA,NA,NA,LC
133425,Solenastrea hyades,NA,NA,NA,LC
64325060,Solidago houghtonii,NA,NA,NA,NT
64325065,Solidago latissimifolia,NA,NA,NA,LC
64325073,Solidago ohioensis,NA,NA,NA,LC
64325076,Solidago patula,NA,NA,NA,LC
64325079,Solidago riddellii,NA,NA,NA,LC
192157822,Solidago sempervirens,NA,NA,NA,LC
64325083,Solidago uliginosa,NA,NA,NA,LC
140346987,Solocisquama erythrina,NA,NA,NA,LC
140347020,Solocisquama stellulata,NA,NA,NA,LC
22680412,Somateria fischeri,NA,NA,NA,NT
22680405,Somateria mollissima,NA,NA,NA,NT
22680409,Somateria spectabilis,NA,NA,NA,LC
50978779,Somatochlora albicincta,NA,NA,NA,LC
20340,Somatochlora brevicincta,NA,NA,NA,LC
20341,Somatochlora calverti,NA,NA,NA,DD
165065,Somatochlora cingulata,NA,NA,NA,LC
50978798,Somatochlora elongata,NA,NA,NA,LC
50978806,Somatochlora ensigera,NA,NA,NA,LC
50978814,Somatochlora filosa,NA,NA,NA,LC
50978822,Somatochlora forcipata,NA,NA,NA,LC
164940,Somatochlora franklini,NA,NA,NA,LC
164980,Somatochlora georgiana,NA,NA,NA,DD
20342,Somatochlora hineana,NA,NA,NA,LC
165088,Somatochlora hudsonica,NA,NA,NA,LC
20343,Somatochlora incurvata,NA,NA,NA,LC
50978866,Somatochlora kennedyi,NA,NA,NA,LC
50978870,Somatochlora linearis,NA,NA,NA,LC
20344,Somatochlora margarita,NA,NA,NA,DD
50978881,Somatochlora minor,NA,NA,NA,LC
20345,Somatochlora ozarkensis,NA,NA,NA,NT
50978886,Somatochlora provocans,NA,NA,NA,LC
60310,Somatochlora sahlbergi,NA,NA,NA,LC
50978895,Somatochlora semicircularis,NA,NA,NA,LC
50978929,Somatochlora tenebrosa,NA,NA,NA,LC
50978937,Somatochlora walshii,NA,NA,NA,LC
50978945,Somatochlora whitehousei,NA,NA,NA,LC
50980574,Somatochlora williamsoni,NA,NA,NA,LC
40053,Somatogyrus alcoviensis,NA,NA,NA,EX
20350,Somatogyrus amnicoloides,NA,NA,NA,EX
20351,Somatogyrus aureus,NA,NA,NA,DD
20352,Somatogyrus biangulatus,NA,NA,NA,DD
20353,Somatogyrus constrictus,NA,NA,NA,DD
20354,Somatogyrus coosaensis,NA,NA,NA,CR
20355,Somatogyrus crassilabris,NA,NA,NA,EX
20349,Somatogyrus crassus,NA,NA,NA,CR
20356,Somatogyrus currierianus,NA,NA,NA,CR
20357,Somatogyrus decipiens,NA,NA,NA,DD
20358,Somatogyrus excavatus,NA,NA,NA,DD
20359,Somatogyrus hendersoni,NA,NA,NA,CR
20360,Somatogyrus hinkleyi,NA,NA,NA,DD
20361,Somatogyrus humerosus,NA,NA,NA,CR
20362,Somatogyrus nanus,NA,NA,NA,CR
20363,Somatogyrus obtusus,NA,NA,NA,DD
20347,Somatogyrus parvulus,NA,NA,NA,DD
20364,Somatogyrus pilsbryanus,NA,NA,NA,DD
20365,Somatogyrus pygmaeus,NA,NA,NA,CR
20366,Somatogyrus quadratus,NA,NA,NA,CR
20367,Somatogyrus sargenti,NA,NA,NA,DD
20368,Somatogyrus strengi,NA,NA,NA,CR
20348,Somatogyrus tenax,NA,NA,NA,NT
20369,Somatogyrus tennesseensis,NA,NA,NA,CR
189679,Somatogyrus trothis,NA,NA,NA,DD
189680,Somatogyrus tryoni,NA,NA,NA,DD
40103,Somatogyrus virginicus,NA,NA,NA,LC
20370,Somatogyrus wheeleri,NA,NA,NA,EX
60213,Somniosus microcephalus,NA,NA,NA,VU
161403,Somniosus pacificus,NA,NA,NA,NT
190382,Sonoda megalophthalma,NA,NA,NA,LC
63925,Sonora semiannulata,NA,NA,NA,LC
20375,Sonorella allynsmithi,NA,NA,NA,LR/nt
20376,Sonorella christenseni,NA,NA,NA,LR/nt
20373,Sonorella eremita,NA,NA,NA,LR/nt
20377,Sonorella grahamensis,NA,NA,NA,LR/nt
20378,Sonorella macrophallus,NA,NA,NA,LR/nt
20374,Sonorella metcalfi,NA,NA,NA,LR/nt
20379,Sonorella todseni,NA,NA,NA,LR/nt
156821302,Sophora affinis,NA,NA,NA,LC
19892156,Sophora gypsophila,NA,NA,NA,NT
19893077,Sophora nuttalliana,NA,NA,NA,LC
153759100,Sophora tomentosa,NA,NA,NA,LC
135956666,Sorbus americana,NA,NA,NA,LC
135957190,Sorbus decora,NA,NA,NA,LC
156821416,Sorbus scopulina,NA,NA,NA,LC
135956737,Sorbus sitchensis,NA,NA,NA,LC
41384,Sorex alaskanus,NA,NA,NA,DD
41385,Sorex arcticus,NA,NA,NA,LC
20396,Sorex arizonae,NA,NA,NA,LC
41387,Sorex bairdi,NA,NA,NA,LC
41389,Sorex bendirii,NA,NA,NA,LC
41392,Sorex cinereus,NA,NA,NA,LC
41394,Sorex dispar,NA,NA,NA,LC
41396,Sorex fumeus,NA,NA,NA,LC
41399,Sorex haydeni,NA,NA,NA,LC
41400,Sorex hoyi,NA,NA,NA,LC
20390,Sorex jacksoni,NA,NA,NA,LC
41401,Sorex longirostris,NA,NA,NA,LC
41402,Sorex lyelli,NA,NA,NA,LC
41403,Sorex merriami,NA,NA,NA,LC
41405,Sorex monticola,NA,NA,NA,LC
41406,Sorex nanus,NA,NA,NA,LC
136608,Sorex neomexicanus,NA,NA,NA,DD
41408,Sorex ornatus,NA,NA,NA,LC
41409,Sorex pacificus,NA,NA,NA,LC
41410,Sorex palustris,NA,NA,NA,LC
41413,Sorex preblei,NA,NA,NA,LC
20391,Sorex pribilofensis,NA,NA,NA,EN
136282,Sorex rohweri,NA,NA,NA,LC
41418,Sorex sonomae,NA,NA,NA,LC
41419,Sorex tenellus,NA,NA,NA,LC
41421,Sorex trowbridgii,NA,NA,NA,LC
41422,Sorex tundrensis,NA,NA,NA,LC
41423,Sorex ugyunak,NA,NA,NA,LC
41425,Sorex vagrans,NA,NA,NA,LC
136542,Sorex yukonicus,NA,NA,NA,LC
71784973,Sorghum arundinaceum,NA,NA,NA,LC
20421,Sosippus placidus,NA,NA,NA,VU
20434,Spaniacris deserticola,NA,NA,NA,LR/cd
64325105,Sparganium americanum,NA,NA,NA,LC
64325108,Sparganium androcladum,NA,NA,NA,LC
167925,Sparganium angustifolium,NA,NA,NA,LC
167926,Sparganium emersum,NA,NA,NA,LC
164140,Sparganium erectum,NA,NA,NA,LC
64325114,Sparganium eurycarpum,NA,NA,NA,LC
64325118,Sparganium fluctuans,NA,NA,NA,LC
175276,Sparganium glomeratum,NA,NA,NA,LC
167928,Sparganium hyperboreum,NA,NA,NA,LC
164166,Sparganium natans,NA,NA,NA,LC
190768,Sparisoma atomarium,NA,NA,NA,LC
190729,Sparisoma aurofrenatum,NA,NA,NA,LC
190738,Sparisoma chrysopterum,NA,NA,NA,LC
190712,Sparisoma radians,NA,NA,NA,LC
190721,Sparisoma rubripinne,NA,NA,NA,LC
190734,Sparisoma viride,NA,NA,NA,LC
13491788,Spartina alterniflora,NA,NA,NA,LC
64325157,Spartina gracilis,NA,NA,NA,LC
64325161,Spartina pectinata,NA,NA,NA,LC
49196213,Spathodea campanulata,NA,NA,NA,LC
22680247,Spatula clypeata,NA,NA,NA,LC
22680233,Spatula cyanoptera,NA,NA,NA,LC
22680229,Spatula discors,NA,NA,NA,LC
22680313,Spatula querquedula,NA,NA,NA,LC
59044,Spea bombifrons,NA,NA,NA,LC
59045,Spea hammondii,NA,NA,NA,NT
59046,Spea intermontana,NA,NA,NA,LC
59047,Spea multiplicata,NA,NA,NA,LC
18139045,Spectrunculus grandis,NA,NA,NA,LC
20451,Spelaeorchestia kiloana,NA,NA,NA,EN
20467,Speoplatyrhinus poulsoni,NA,NA,NA,CR
19128012,Spergularia bocconei,NA,NA,NA,LC
164334,Spergularia marina,NA,NA,NA,LC
192157064,Spermacoce remota,NA,NA,NA,LC
68983987,Spermacoce tetraquetra,NA,NA,NA,LC
155511,Sphaerium corneum,NA,NA,NA,LC
66639395,Sphaerium fabale,NA,NA,NA,LC
155761,Sphaerium nitidum,NA,NA,NA,LC
66639399,Sphaerium occidentale,NA,NA,NA,LC
66639415,Sphaerium rhomboideum,NA,NA,NA,LC
66639423,Sphaerium simile,NA,NA,NA,LC
66639426,Sphaerium striatinum,NA,NA,NA,LC
39243,Sphaerocarpos drewei,NA,NA,NA,EN
198439,Sphaerodactylus argus,NA,NA,NA,LC
75605419,Sphaerodactylus elegans,NA,NA,NA,LC
64052,Sphaerodactylus notatus,NA,NA,NA,LC
19891638,Sphaerophysa salsula,NA,NA,NA,LC
154867,Sphagemacrurus gibber,NA,NA,NA,DD
67966352,Sphagemacrurus grenadae,NA,NA,NA,LC
22697817,Spheniscus humboldti,NA,NA,NA,VU
164176,Sphenoclea zeylanica,NA,NA,NA,LC
183652,Sphoeroides annulatus,NA,NA,NA,LC
193759,Sphoeroides dorsalis,NA,NA,NA,LC
183276,Sphoeroides lobatus,NA,NA,NA,LC
190246,Sphoeroides maculatus,NA,NA,NA,LC
193762,Sphoeroides nephelus,NA,NA,NA,LC
190193,Sphoeroides pachygaster,NA,NA,NA,LC
193611,Sphoeroides parvus,NA,NA,NA,LC
193630,Sphoeroides spengleri,NA,NA,NA,LC
193813,Sphoeroides testudineus,NA,NA,NA,LC
178105,Sphyraena argentea,NA,NA,NA,LC
190399,Sphyraena barracuda,NA,NA,NA,LC
20666166,Sphyraena borealis,NA,NA,NA,LC
178106,Sphyraena ensis,NA,NA,NA,LC
190362,Sphyraena guachancho,NA,NA,NA,LC
135402378,Sphyraenops bairdianus,NA,NA,NA,LC
22680871,Sphyrapicus nuchalis,NA,NA,NA,LC
22680874,Sphyrapicus ruber,NA,NA,NA,LC
22680877,Sphyrapicus thyroideus,NA,NA,NA,LC
22680868,Sphyrapicus varius,NA,NA,NA,LC
152783714,Sphyrna gilberti,NA,NA,NA,DD
39385,Sphyrna lewini,NA,NA,NA,CR
39386,Sphyrna mokarran,NA,NA,NA,CR
39387,Sphyrna tiburo,NA,NA,NA,EN
39388,Sphyrna zygaena,NA,NA,NA,VU
136797,Spilogale gracilis,NA,NA,NA,LC
41636,Spilogale putorius,NA,NA,NA,VU
60482887,Spilopelia chinensis,NA,NA,NA,LC
22722522,Spindalis zena,NA,NA,NA,LC
190402,Spiniphryne gladisfenae,NA,NA,NA,LC
22720413,Spinus lawrencei,NA,NA,NA,LC
22720359,Spinus pinus,NA,NA,NA,LC
22720410,Spinus psaltria,NA,NA,NA,LC
22720354,Spinus spinus,NA,NA,NA,LC
22720407,Spinus tristis,NA,NA,NA,LC
64176923,Spiranthes brevilabris,NA,NA,NA,EN
44393427,Spiranthes casei,NA,NA,NA,LC
22486502,Spiranthes delitescens,NA,NA,NA,EN
64176965,Spiranthes diluvialis,NA,NA,NA,LC
64176975,Spiranthes infernalis,NA,NA,NA,NT
64177005,Spiranthes parksii,NA,NA,NA,VU
175925,Spiranthes romanzoffiana,NA,NA,NA,LC
64176890,Spiranthes torta,NA,NA,NA,LC
184099,Spirinchus thaleichthys,NA,NA,NA,LC
164229,Spirodela polyrhiza,NA,NA,NA,LC
162587,Spirula spirula,NA,NA,NA,LC
22723796,Spiza americana,NA,NA,NA,LC
22721185,Spizella atrogularis,NA,NA,NA,LC
22734705,Spizella breweri,NA,NA,NA,LC
22721165,Spizella pallida,NA,NA,NA,LC
22721162,Spizella passerina,NA,NA,NA,LC
22721179,Spizella pusilla,NA,NA,NA,LC
22721182,Spizella wortheni,NA,NA,NA,EN
44392622,Sporobolus coahuilensis,NA,NA,NA,LC
18980082,Sporobolus indicus,NA,NA,NA,LC
192156661,Sporobolus pumilus,NA,NA,NA,LC
177364,Sporobolus virginicus,NA,NA,NA,LC
175710398,Sporodophoron americanum,NA,NA,NA,EN
22731776,Sporophila morelleti,NA,NA,NA,LC
98838439,Spratelloides delicatulus,NA,NA,NA,LC
161681,Springeria folirostris,NA,NA,NA,LC
161494,Springeria longirostris,NA,NA,NA,LC
69616870,Spurwinkia salsa,NA,NA,NA,LC
60214,Squaliolus laticaudus,NA,NA,NA,LC
190237,Squalogadus modificatus,NA,NA,NA,LC
91209505,Squalus acanthias,NA,NA,NA,VU
44169,Squalus acanthias Northwest Atlantic subpopulation,NA,NA,Northwest Atlantic subpopulation,EN
152781911,Squalus clarkae,NA,NA,NA,LC
61416,Squalus cubensis,NA,NA,NA,LC
162154636,Squalus hawaiiensis,NA,NA,NA,LC
195488,Squalus suckleyi,NA,NA,NA,LC
147534726,Squamanita pearsonii,NA,NA,NA,LC
39328,Squatina californica,NA,NA,NA,NT
197087,Squatina dumeril,NA,NA,NA,LC
203274,Stachys palustris,NA,NA,NA,LC
96816126,Stachytarpheta jamaicensis,NA,NA,NA,LC
69622798,Stagnicola apicina,NA,NA,NA,DD
69622875,Stagnicola arctica,NA,NA,NA,LC
20707,Stagnicola bonnevillensis,NA,NA,NA,CR
69622894,Stagnicola caperata,NA,NA,NA,LC
189006,Stagnicola catascopium,NA,NA,NA,LC
